Glycan_ID	Glycan_Structure
G_6866	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6867	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6868	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6869	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6870	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6871	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6872	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6873	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6874	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6875	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6876	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6877	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6878	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6879	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6880	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6881	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6882	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6883	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6884	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6885	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6886	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6887	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6888	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6889	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6890	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6891	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6892	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6893	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6894	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6895	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6896	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6897	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6898	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6899	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6900	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6901	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6902	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6903	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6904	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6905	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6906	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6907	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6908	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_6909	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6910	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6911	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6912	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6913	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6914	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6915	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6916	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6917	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6918	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_6919	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6920	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6921	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6922	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_6923	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_6924	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
