Glycan_ID	Glycan_Structure
G_2816	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2817	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2818	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2819	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2820	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2821	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2822	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2823	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2824	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2825	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2826	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2827	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2828	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2829	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2830	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2831	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2832	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2833	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2834	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2835	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2836	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2837	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2838	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2839	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2840	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2841	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2842	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_2843	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_2844	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_2845	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_2846	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_2847	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_2848	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_2849	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_2850	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}}
G_2851	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2852	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2853	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2854	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2855	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2856	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2857	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2858	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2859	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2860	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2861	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2862	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2863	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2864	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2865	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2866	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2867	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}
G_2868	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}}
G_2869	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2870	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2871	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2872	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2873	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
G_2874	[{(a1-6)Fuc}]{(b1-4)GlcNAc{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-4)GlcNAc{(b1-4)Gal{(b1-2)GlcNAc{(b1-4)Gal}}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}}
